,param,param_select,beta,tll1,tll2,igc
0,0.0021246117441029192,0.0021246117441029192,0.4866173144739824,0.012010435444016353,0.027923578257136372,0.06122129749406283
1,0.052974968067837844,0.052974968067837844,0.16707437762893096,0.141842314010294,0.04038931791915168,0.2698572978400366
2,0.00593207577739089,0.00593207577739089,0.1313534996474678,0.5266771931177396,0.01046700962179892,0.053020844182192
3,0.02013997186922694,0.02013997186922694,0.14073067944421513,0.26645860355344253,0.010152132563567723,0.06842332903755109
4,0.0027594951959596953,0.0027594951959596953,0.16067124970434482,0.17690763985099334,0.00810772542792617,0.03192206880806865
5,0.00039192852793545007,0.015042501217714423,0.5146196601747384,0.019716120768608784,0.03789217320618756,0.09449992490064904
6,0.0699272029884199,0.0699272029884199,0.11289249938787503,0.3523190593232392,0.21878901338743506,0.2833722705640319
7,0.003338215298285518,0.007266981384215048,0.5863587464469016,0.021151597288459337,0.09072285009148634,0.22558844499465164
8,0.0003113421870227596,0.0003113421870227596,0.1474845018150155,0.23295308507256735,0.017829604473707128,0.039835771136857795
9,0.009736373848978661,0.009736373848978661,0.28424560071890503,0.09833266646080052,0.028793009308407794,0.04673876488892849
10,0.006400347488197629,0.006400347488197629,0.2519598322413885,0.43213346702270067,0.2932652897325884,0.017560659081610964
11,0.0366603940266214,0.0366603940266214,0.0950353773978649,0.18764961505655642,0.011919998371310534,0.15213593999163302
12,0.035518965385896245,0.035518965385896245,0.5515470734641603,0.04695014662849516,0.12914812224781624,0.4281738943102393
13,0.00010428281276814116,0.00010428281276814116,0.39385868161858584,0.23974976913046386,0.017462135974983927,0.07691133544667014
14,1.3522474660601717e-05,1.3522474660601717e-05,0.3956356819110039,0.023964273649362374,0.021568578509295805,0.4464860205441333
15,0.011523738812408495,0.011523738812408495,0.22190847088757604,0.028192356980440925,0.015997511430975875,0.12947567805660934
16,0.03269200684189155,0.03269200684189155,0.14368327741929884,0.1809148762451474,0.028333692158462605,0.11892010487530212
17,0.009071145438251917,0.029015498632048466,0.5185831846071458,0.027214630033082485,0.1510446074102268,0.14422648184726894
18,0.0008027628455460477,0.0008027628455460477,0.3037082504573499,0.03626132838295708,0.007992412253023867,0.049027149512612736
19,0.0046627578428158605,0.04115239350261897,0.20434266668859108,0.4683602797911921,0.05506790970667347,0.11423178430005396
20,0.030729707729122,0.030729707729122,0.6109115214789934,0.030199502921248803,0.02034599181601707,0.04582930460639916
21,0.05353288641224542,0.05353288641224542,0.14254535630303805,0.22278146625468115,0.071692568441988,0.21808497551055278
22,0.0023716394213714525,0.06441449221474037,0.49713362378172254,0.024687024522811643,0.08217011570482055,0.2670314865520495
23,0.003039342034233658,0.003039342034233658,0.21163476498806275,0.2340106271658485,0.01370181130977905,0.040874714069450334
24,0.05036791956938217,0.05036791956938217,0.6972959114577034,0.05249259512863495,0.11814864572721295,0.1698375630832718
